132.794224,34.399922
135.772691,34.967096
101.720995,3.172526
102.83486,17.38779
30.361591,40.762068
-43.269116,-22.881075
108.503441,-6.725056
134.224558,34.752317
-5.171771,41.540642
140.943204,37.636043
-1.776499,52.434008
135.772691,34.967096
119.431085,-5.160539
0.522611,51.276684
-44.022826,-19.90279
-74.028219,40.899096
100.189666,6.452783
135.772691,34.967096
-118.744459,34.286471
106.72956,-6.291697
139.2605,35.367375
113.721291,-8.16403
-50.897227,-22.228525
-118.548712,34.250929
-51.198387,-30.118912
37.598151,55.77817
-51.986651,-23.408658
124.921083,1.501108
100.451105,5.70994
69.461107,23.011974
-3.819972,43.45878
-97.473934,35.659906
-71.327035,-40.149707
34.756172,32.030296
130.203715,33.551768
135.772691,34.967096
-94.601977,39.167861
47.968192,29.377625
27.525041,-21.203404
114.053644,-7.692404
136.798367,35.435759
30.356904,40.710879
120.995803,14.568946
101.537688,3.064654
32.485713,37.867616
8.469824,59.405944
71.407383,30.158608
-1.88429,52.475164
-70.679312,-33.353267
55.424731,25.187322
135.772691,34.967096
119.501466,-5.130617
107.63282,-6.9551
-42.780236,-5.135374
106.87579,-6.28785
106.999509,-6.191282
-64.304213,-31.327605
109.050362,-6.872368
120.8149,14.841924
120.8786,14.205322
135.772691,34.967096
28.668704,41.010202
-74.696829,40.146113
101.440065,2.820126
135.671895,34.789918
-61.539646,-34.865394
47.770132,30.508542
12.849315,45.780829
112.74992,-7.31907
-50.786563,-29.653563
102.824723,16.462965
-81.4947,41.57804
106.84662,-6.27024
124.235758,8.234972
103.654904,1.555922
16.224287,59.613126
-95.662326,30.209945
-57.907142,-34.927449
126.975701,37.559629
135.797132,34.520884
139.400513,36.347603
120.964507,14.463286
139.275812,35.369938
102.403108,14.419376
-51.445707,-29.674426
69.178368,34.529471
132.454682,34.42666
31.285482,29.964176
135.772691,34.967096
140.254631,35.749636
135.145332,34.657551
-123.045867,44.91454
138.876528,36.320507
136.88458,35.176946
-79.159502,40.617655
120.441727,17.762763
-118.202645,34.049374
135.772691,34.967096
-1.248362,52.377592
135.772691,34.967096
-50.017277,-8.025089
-117.760487,33.874135
141.325108,43.125994
72.813175,18.965879
110.19641,-7.519989
135.495313,34.697546
139.443046,35.671301
135.772691,34.967096
